Fecha De Venta;País;Continente;Producto;Marca;Categoría;Precio Unidad;Costo Unidad;Cantidad Vendida;Facturación;Costo Venta
lunes, 13 de julio de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
viernes, 31 de julio de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
martes, 4 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;5;$1.495;$762,2
jueves, 13 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
jueves, 13 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
sábado, 15 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
sábado, 15 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
jueves, 20 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
lunes, 24 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
lunes, 24 de agosto de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Preto;Sonos;Sistema de sonido;1109;$367,43;5;$5.545;$1.837,15
domingo, 6 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Prata;Sonos;Sistema de sonido;1109;$367,43;5;$5.545;$1.837,15
domingo, 6 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Prata;Sonos;Sistema de sonido;1109;$367,43;5;$5.545;$1.837,15
lunes, 7 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
martes, 15 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Marrom;Sonos;Sistema de sonido;1109;$367,43;5;$5.545;$1.837,15
martes, 15 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Marrom;Sonos;Sistema de sonido;1109;$367,43;3;$3.327;$1.102,29
martes, 15 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Marrom;Sonos;Sistema de sonido;1109;$367,43;4;$4.436;$1.469,72
jueves, 24 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Preto;Sonos;Sistema de sonido;1109;$367,43;3;$3.327;$1.102,29
miércoles, 30 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
miércoles, 30 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
miércoles, 30 de septiembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
jueves, 1 de octubre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Marrom;Sonos;Sistema de sonido;299;$152,44;3;$897;$457,32
domingo, 4 de octubre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;2;$539,8;$275,2
viernes, 16 de octubre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Prata;Sonos;Sistema de sonido;1109;$367,43;2;$2.218;$734,86
lunes, 26 de octubre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
lunes, 26 de octubre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
martes, 27 de octubre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
lunes, 2 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Marrom;Sonos;Sistema de sonido;299;$152,44;3;$897;$457,32
lunes, 2 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Marrom;Sonos;Sistema de sonido;299;$152,44;2;$598;$304,88
jueves, 12 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel M710 Prata;Sonos;Sistema de sonido;799;$264,72;4;$3.196;$1.058,88
viernes, 13 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel M710 Prata;Sonos;Sistema de sonido;799;$264,72;4;$3.196;$1.058,88
sábado, 14 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Marrom;Sonos;Sistema de sonido;1109;$367,43;3;$3.327;$1.102,29
domingo, 15 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
martes, 17 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;5;$3.445;$1.584,25
martes, 17 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;5;$3.445;$1.584,25
martes, 17 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Prata;Sonos;Sistema de sonido;1109;$367,43;2;$2.218;$734,86
jueves, 19 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 4.1 Channel M412 Marrom;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
jueves, 19 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 4.1 Channel M413 Prata;Sonos;Sistema de sonido;549;$252,47;2;$1.098;$504,94
lunes, 23 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M512 Marrom;Sonos;Sistema de sonido;699;$321,44;3;$2.097;$964,32
viernes, 27 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Marrom;Sonos;Sistema de sonido;1109;$367,43;2;$2.218;$734,86
sábado, 28 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 4.1 Channel M412 Prata;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
sábado, 28 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 4.1 Channel M412 Prata;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
domingo, 29 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
domingo, 29 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;5;$1.349,5;$688
lunes, 30 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
lunes, 30 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;5;$1.495;$762,2
lunes, 30 de noviembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Prata;Sonos;Sistema de sonido;1109;$367,43;4;$4.436;$1.469,72
miércoles, 2 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
viernes, 4 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
lunes, 7 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;2;$539,8;$275,2
viernes, 11 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel M710 Prata;Sonos;Sistema de sonido;799;$264,72;3;$2.397;$794,16
viernes, 11 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel M710 Prata;Sonos;Sistema de sonido;799;$264,72;2;$1.598;$529,44
sábado, 12 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Preto;Sonos;Sistema de sonido;1109;$367,43;2;$2.218;$734,86
domingo, 13 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;2;$539,8;$275,2
domingo, 13 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
lunes, 14 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;4;$2.276;$1.046,64
martes, 15 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
martes, 15 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
miércoles, 16 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
jueves, 17 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
jueves, 17 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M510 Prata;Sonos;Sistema de sonido;639;$293,85;3;$1.917;$881,55
jueves, 17 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
jueves, 17 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M510 Prata;Sonos;Sistema de sonido;639;$293,85;3;$1.917;$881,55
martes, 22 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Marrom;Sonos;Sistema de sonido;1109;$367,43;2;$2.218;$734,86
miércoles, 23 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel X711 Prata;Sonos;Sistema de sonido;1109;$367,43;2;$2.218;$734,86
jueves, 24 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
domingo, 27 de diciembre de 2020;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
viernes, 1 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;4;$2.276;$1.046,64
viernes, 1 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Marrom;Sonos;Sistema de sonido;299;$152,44;3;$897;$457,32
viernes, 1 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;4;$2.276;$1.046,64
martes, 5 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
martes, 5 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
sábado, 16 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Marrom;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
martes, 19 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;3;$897;$457,32
sábado, 23 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;2;$1.138;$523,32
domingo, 24 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
martes, 26 de enero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
viernes, 5 de febrero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
viernes, 5 de febrero de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
viernes, 5 de febrero de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;4;$2.276;$1.046,64
viernes, 5 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;2;$1.138;$523,32
lunes, 15 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
lunes, 15 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;3;$809,7;$412,8
lunes, 22 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;5;$1.349,5;$688
lunes, 22 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;5;$1.349,5;$688
martes, 23 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
jueves, 25 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;4;$2.756;$1.267,4
sábado, 27 de marzo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
jueves, 1 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
lunes, 5 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Prata;Sonos;Sistema de sonido;269,9;$137,6;5;$1.349,5;$688
lunes, 12 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;5;$2.845;$1.308,3
martes, 13 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
miércoles, 14 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;2;$1.138;$523,32
sábado, 24 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
domingo, 25 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
miércoles, 28 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
miércoles, 28 de abril de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
domingo, 2 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
martes, 11 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
jueves, 13 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
jueves, 13 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
jueves, 13 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
jueves, 20 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;2;$539,8;$275,2
viernes, 21 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
sábado, 29 de mayo de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;2;$539,8;$275,2
viernes, 11 de junio de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;4;$1.199,6;$611,6
viernes, 25 de junio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;4;$2.756;$1.267,4
sábado, 26 de junio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Marrom;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
domingo, 27 de junio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;4;$2.756;$1.267,4
lunes, 28 de junio de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;2;$598;$304,88
jueves, 1 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Marrom;Sonos;Sistema de sonido;569;$261,66;5;$2.845;$1.308,3
viernes, 2 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Marrom;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
domingo, 4 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;5;$2.845;$1.308,3
lunes, 5 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Marrom;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
martes, 6 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Marrom;Sonos;Sistema de sonido;569;$261,66;2;$1.138;$523,32
lunes, 12 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
lunes, 12 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Prata;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
miércoles, 14 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;2;$1.138;$523,32
viernes, 16 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
domingo, 18 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;2;$598;$304,88
jueves, 22 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Marrom;Sonos;Sistema de sonido;579;$266,26;5;$2.895;$1.331,3
jueves, 22 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Marrom;Sonos;Sistema de sonido;579;$266,26;5;$2.895;$1.331,3
sábado, 31 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;2;$598;$304,88
sábado, 31 de julio de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;4;$2.756;$1.267,4
viernes, 13 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Preto;Sonos;Sistema de sonido;299,9;$152,9;2;$599,8;$305,8
lunes, 16 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;5;$2.845;$1.308,3
lunes, 16 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Preto;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
sábado, 21 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;3;$897;$457,32
domingo, 22 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Prata;Sonos;Sistema de sonido;569;$261,66;3;$1.707;$784,98
lunes, 23 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;3;$897;$457,32
jueves, 26 de agosto de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
miércoles, 1 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;5;$1.495;$762,2
sábado, 4 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
domingo, 5 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
martes, 7 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M511 Prata;Sonos;Sistema de sonido;699;$321,44;2;$1.398;$642,88
viernes, 10 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Marrom;Sonos;Sistema de sonido;579;$266,26;2;$1.158;$532,52
lunes, 20 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
sábado, 25 de septiembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M515 Preto;Sonos;Sistema de sonido;569;$261,66;2;$1.138;$523,32
sábado, 2 de octubre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Preto;Sonos;Sistema de sonido;579;$266,26;5;$2.895;$1.331,3
jueves, 7 de octubre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;3;$899,7;$458,7
miércoles, 27 de octubre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Marrom;Sonos;Sistema de sonido;579;$266,26;2;$1.158;$532,52
sábado, 30 de octubre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
martes, 2 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;5;$1.495;$762,2
jueves, 4 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel M710 Marrom;Sonos;Sistema de sonido;799;$264,72;2;$1.598;$529,44
domingo, 7 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Marrom;Sonos;Sistema de sonido;299;$152,44;5;$1.495;$762,2
domingo, 7 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
jueves, 11 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
jueves, 11 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Prata;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
jueves, 11 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;4;$1.196;$609,76
jueves, 11 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E212 Marrom;Sonos;Sistema de sonido;299,9;$152,9;5;$1.499,5;$764,5
miércoles, 17 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 7.1 Channel M710 Preto;Sonos;Sistema de sonido;799;$264,72;5;$3.995;$1.323,6
miércoles, 17 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E211 Marrom;Sonos;Sistema de sonido;269,9;$137,6;4;$1.079,6;$550,4
sábado, 20 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Marrom;Sonos;Sistema de sonido;579;$266,26;5;$2.895;$1.331,3
domingo, 21 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M511 Prata;Sonos;Sistema de sonido;699;$321,44;3;$2.097;$964,32
lunes, 29 de noviembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Prata;Sonos;Sistema de sonido;299;$152,44;2;$598;$304,88
viernes, 3 de diciembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
sábado, 4 de diciembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;3;$2.067;$950,55
lunes, 6 de diciembre de 2021;Estados Unidos;América del Norte;Sistema de Som 2.1 Channel E210 Preto;Sonos;Sistema de sonido;299;$152,44;2;$598;$304,88
martes, 14 de diciembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Prata;Sonos;Sistema de sonido;579;$266,26;4;$2.316;$1.065,04
martes, 14 de diciembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M516 Prata;Sonos;Sistema de sonido;579;$266,26;4;$2.316;$1.065,04
miércoles, 15 de diciembre de 2021;Estados Unidos;América del Norte;Sistema de Som 5.1 Channel M513 Preto;Sonos;Sistema de sonido;689;$316,85;2;$1.378;$633,7
